,Title,Publication Date,Author,Genre,Average Rating,Number of Ratings,Pages,Rank,Language,Currently Reading,Want to Read
1034,7B,"First published August 31, 2021",Aafke Romeijn,Science Fiction,3.44,502 ratings,"264 pages, Paperback",67,,22 people are currently reading,536 people want to read
1035,The Collective,"First published November 2, 2021",Alison Gaylin,Thriller,3.91,"38,644 ratings","338 pages, Hardcover",68,,787 people are currently reading,53.7k people want to read
1036,Undiscovered,"First published January 1, 2021",Gabriela Wiener,Nonfiction,3.86,"4,375 ratings","192 pages, Hardcover",69,,205 people are currently reading,"9,650 people want to read"
1037,God Spare the Girls,"First published June 22, 2021",Kelsey McKinney,Fiction,3.56,"7,530 ratings","320 pages, Hardcover",70,,314 people are currently reading,20.2k people want to read
1038,Missing and Endangered,"First published February 16, 2021",J.A. Jance,Mystery,4.25,"9,901 ratings","365 pages, Hardcover",71,,"1,657 people are currently reading","4,308 people want to read"
1039,How I Saved the World,"First published June 9, 2021",Jesse Watters,Politics,4.28,"2,712 ratings","315 pages, Kindle Edition",72,,"1,288 people are currently reading",944 people want to read
1040,Mazie,"First published February 23, 2021",Melanie Crowder,Historical Fiction,3.87,"1,136 ratings","352 pages, Kindle Edition",73,,22 people are currently reading,"2,044 people want to read"
1041,Winterlight,"First published September 14, 2021",Kristen Britain,Fantasy,4.50,"3,632 ratings","848 pages, Hardcover",74,,226 people are currently reading,"5,371 people want to read"
1042,Jews Don't Count,"First published April 20, 2021",David Baddiel,Nonfiction,4.21,"12,165 ratings","144 pages, Hardcover",75,,"1,012 people are currently reading",19.3k people want to read
1043,Damaged,"First published January 1, 2021",Sheridan Anne,Reverse Harem,4.32,"8,121 ratings","464 pages, Kindle Edition",76,,"1,596 people are currently reading","2,958 people want to read"
1044,A Photo Finish,"First published August 13, 2021",Elsie Silver,Romance,4.05,"70,236 ratings","420 pages, Kindle Edition",77,,"4,747 people are currently reading",50.7k people want to read
1045,The Chief Witness: escape from China’s modern-day concentration camps,"First published May 4, 2021",Sayragul Sauytbay,Nonfiction,4.55,830 ratings,"320 pages, Paperback",78,,60 people are currently reading,"1,242 people want to read"
1046,"I Am ""Why Do I Need Venmo?"" Years Old: Adventures in Aging","First published July 20, 2021",Janine Annett,Humor,3.85,79 ratings,"144 pages, Hardcover",79,,3 people are currently reading,117 people want to read
1047,Monsters,"First published April 13, 2021",Barry Windsor-Smith,Graphic Novels,4.14,"2,787 ratings","368 pages, Kindle Edition",80,,168 people are currently reading,"5,631 people want to read"
1048,A Lion's Mate,"First published September 14, 2021",Eve Langlais,Romance,4.20,500 ratings,"143 pages, Kindle Edition",81,,53 people are currently reading,339 people want to read
1049,Blessed Monsters,"First published April 6, 2021",Emily A. Duncan,Fantasy,3.55,"4,147 ratings","528 pages, Hardcover",82,,268 people are currently reading,16.4k people want to read
1050,Here's to Us,"First published December 28, 2021",Becky Albertalli,Romance,4.02,"35,069 ratings","448 pages, ebook",83,,"1,779 people are currently reading",61.8k people want to read
1051,Three Words for Goodbye,"First published July 27, 2021",Hazel Gaynor,Historical Fiction,4.03,"4,422 ratings","384 pages, Paperback",84,,222 people are currently reading,13.1k people want to read
1052,Psychos,"First published October 19, 2021",Sheridan Anne,Reverse Harem,4.12,"8,393 ratings","440 pages, Kindle Edition",85,,"2,339 people are currently reading","9,117 people want to read"
1053,Counterweight,"First published January 1, 2021",Djuna,Science Fiction,3.06,"1,473 ratings","176 pages, Hardcover",87,,188 people are currently reading,14.9k people want to read
1054,"The Broken Constitution: Lincoln, Slavery, and the Refounding of America","First published November 2, 2021",Noah Feldman,History,4.14,296 ratings,"384 pages, Hardcover",88,,87 people are currently reading,777 people want to read
1055,Shards of Earth,"First published August 3, 2021",Adrian Tchaikovsky,,4.18,"27,441 ratings",Audiobook,89,,"3,887 people are currently reading",50.1k people want to read
1056,Three Girls from Bronzeville,"First published September 7, 2021",Dawn Turner,Memoir,4.28,"4,587 ratings","336 pages, Hardcover",90,,430 people are currently reading,11k people want to read
1057,The Devil in Her Bed,"First published March 9, 2021",Kerrigan Byrne,Historical Romance,3.87,"3,140 ratings","357 pages, Mass Market Paperback",92,,208 people are currently reading,"3,489 people want to read"
1058,No Rep,"First published July 26, 2021",Lani Lynn Vale,Romance,4.33,"2,087 ratings","264 pages, Kindle Edition",93,,148 people are currently reading,624 people want to read
1059,Happily Ever Afters,"First published January 5, 2021",Elise Bryant,Romance,3.80,"7,581 ratings","384 pages, Hardcover",94,,267 people are currently reading,26.7k people want to read
1060,Nina: A Story of Nina Simone,"First published September 14, 2021",Traci N. Todd,Picture Books,4.50,"1,181 ratings","56 pages, Hardcover",95,,10 people are currently reading,942 people want to read
1061,Dynasty,"First published January 26, 2021",Sheridan Anne,Reverse Harem,4.12,"11,310 ratings","452 pages, Kindle Edition",96,,"3,040 people are currently reading",10.6k people want to read
1062,The Collector’s Daughter: A gripping and sweeping tale of unforgettable discoveries and unforgiveable secrets for 2021,"First published September 7, 2021",Gill Paul,Historical Fiction,3.76,"3,312 ratings","384 pages, Paperback",97,,322 people are currently reading,"1,710 people want to read"
1063,Light Chaser,"First published August 24, 2021",Peter F. Hamilton,Science Fiction,3.81,"3,839 ratings","173 pages, Paperback",98,,222 people are currently reading,"3,908 people want to read"
1064,Lovelight Farms,"First published November 10, 2021",B.K. Borison,Romance,3.87,"125,776 ratings","332 pages, Kindle Edition",99,,10.2k people are currently reading,169k people want to read
1065,The Incredible Winston Browne,"First published March 2, 2021",Sean Dietrich,Historical Fiction,4.38,"4,858 ratings","352 pages, Kindle Edition",100,,442 people are currently reading,"9,157 people want to read"
1066,Trafik,"First published April 13, 2021",Rikki Ducornet,Science Fiction,3.11,414 ratings,"88 pages, Kindle Edition",1,,22 people are currently reading,"1,226 people want to read"
1067,"Dusk, Night, Dawn: On Revival and Courage","First published March 2, 2021",Anne Lamott,Nonfiction,3.98,"10,407 ratings","224 pages, Hardcover",2,,"1,039 people are currently reading","7,368 people want to read"
1068,Dragon Mage,"First published February 16, 2021",Eve Langlais,Dragons,4.11,369 ratings,"258 pages, Paperback",3,,63 people are currently reading,265 people want to read
1069,Find Me,"First published August 20, 2021",Ashley N. Rostek,Reverse Harem,4.34,"31,757 ratings","274 pages, Kindle Edition",4,,"2,363 people are currently reading",30.8k people want to read
1070,Adrift in Melbourne,"First published November 30, 2021",Robyn Annear,Nonfiction,4.29,117 ratings,"288 pages, Hardcover",5,,27 people are currently reading,209 people want to read
1071,Scoundrel of My Heart,"First published March 30, 2021",Lorraine Heath,Historical Romance,3.92,"3,610 ratings","368 pages, ebook",6,,280 people are currently reading,"4,035 people want to read"
1072,Welcome to Dunder Mifflin: The Ultimate Oral History of The Office,"First published October 19, 2021",Brian Baumgartner,Nonfiction,4.28,"4,273 ratings","464 pages, Kindle Edition",7,,416 people are currently reading,"3,857 people want to read"
1073,Foregone,"First published March 2, 2021",Russell Banks,Fiction,3.25,"1,482 ratings","320 pages, Kindle Edition",8,,272 people are currently reading,"3,395 people want to read"
1074,The Paradox Twins,"First published April 6, 2021",Joshua Chaplinsky,Horror,3.94,86 ratings,"256 pages, Paperback",9,,2 people are currently reading,323 people want to read
1075,Capture the Crown,"First published July 6, 2021",Jennifer Estep,Fantasy,3.95,"4,329 ratings","433 pages, Paperback",10,,488 people are currently reading,16.3k people want to read
1076,Want Me: A Sex Writer's Journey into the Heart of Desire,"First published February 16, 2021",Tracy Clark-Flory,Nonfiction,3.84,"2,378 ratings",Unknown Binding,11,,250 people are currently reading,10k people want to read
1077,The Last King of America: The Misunderstood Reign of George III,"First published October 1, 2021",Andrew Roberts,History,4.24,"1,685 ratings","784 pages, Hardcover",12,,871 people are currently reading,"4,972 people want to read"
1078,Gilded Mess,"First published March 6, 2021",Colette Rhodes,Reverse Harem,4.06,"3,797 ratings","269 pages, Kindle Edition",13,,362 people are currently reading,"2,943 people want to read"
1079,The Other Side of Beautiful,"First published July 7, 2021",Kim Lock,Fiction,3.94,"6,124 ratings","368 pages, Paperback",14,,183 people are currently reading,"5,089 people want to read"
1080,Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding,"First published January 1, 2021",Daniel E. Lieberman,Nonfiction,4.18,"9,099 ratings","464 pages, Hardcover",15,,"2,191 people are currently reading",16.7k people want to read
1081,Dream Spinner,"First published May 25, 2021",Kristen Ashley,Romance,4.13,"6,729 ratings","424 pages, Kindle Edition",16,,390 people are currently reading,"4,505 people want to read"
1082,Déjà Vu,"First published March 12, 2021",Peter Cawdron,Science Fiction,4.29,"1,313 ratings","332 pages, Kindle Edition",17,,287 people are currently reading,352 people want to read
1083,Thirsty Mermaids,"First published February 9, 2021",Kat Leyh,,4.09,"3,792 ratings","256 pages, Hardcover",18,,52 people are currently reading,14.2k people want to read
1084,The Saboteurs,"First published May 25, 2021",Clive Cussler,Fiction,4.29,"5,024 ratings","400 pages, Kindle Edition",19,,684 people are currently reading,"1,401 people want to read"
1085,"The Highest Tribute: Thurgood Marshall’s Life, Leadership, and Legacy","First published January 5, 2021",Kekla Magoon,Biography,4.31,309 ratings,"40 pages, Hardcover",20,,1 person is currently reading,250 people want to read
1086,Accidentally Divine,"First published April 29, 2021",Dakota Cassidy,Fantasy,4.34,379 ratings,"348 pages, Kindle Edition",21,,68 people are currently reading,271 people want to read
1087,A Scoundrel of Her Own,"First published December 28, 2021",Stacy Reid,Historical Romance,4.07,"3,440 ratings","400 pages, Mass Market Paperback",22,,261 people are currently reading,"6,119 people want to read"
1088,Nervous System,"First published May 18, 2021",Lina Meruane,Fiction,3.35,883 ratings,"228 pages, Paperback",23,,103 people are currently reading,"2,612 people want to read"
1089,The Glass Slipper,"First published April 20, 2021",K. Webster,Romance,4.24,"9,003 ratings","328 pages, Kindle Edition",24,,489 people are currently reading,"6,159 people want to read"
1090,Bad Fat Black Girl: Notes from a Trap Feminist,"First published October 5, 2021",Sesali Bowen,Nonfiction,4.45,"2,217 ratings","272 pages, Hardcover",25,,197 people are currently reading,"7,412 people want to read"
1091,My Body,"First published November 9, 2021",Emily Ratajkowski,Nonfiction,4.00,"75,686 ratings","239 pages, Hardcover",26,,"3,002 people are currently reading",90k people want to read
1092,Tsunami Girl,"First published March 4, 2021",Julian Sedgwick,Young Adult,4.02,781 ratings,"376 pages, Paperback",27,,42 people are currently reading,935 people want to read
1093,The Last Green Valley,"First published May 4, 2021",Mark T. Sullivan,Historical Fiction,4.49,"63,643 ratings","458 pages, Hardcover",28,,14.5k people are currently reading,72.8k people want to read
1094,The Perfect Family,"First published August 10, 2021",Robyn Harding,Thriller,3.52,"18,415 ratings","352 pages, Paperback",29,,765 people are currently reading,37.9k people want to read
1095,Checkmate in Berlin: The Cold War Showdown That Shaped the Modern World,"First published May 27, 2021",Giles Milton,History,4.43,"1,375 ratings","400 pages, Hardcover",30,,219 people are currently reading,"4,384 people want to read"
1096,Song for the Dead,"First published February 25, 2021",Karina Halle,Paranormal,4.35,426 ratings,"318 pages, Paperback",31,,65 people are currently reading,938 people want to read
1097,Shelter for the Damned,"First published February 26, 2021",Mike Thorn,Horror,3.71,235 ratings,"190 pages, Paperback",32,,9 people are currently reading,"1,595 people want to read"
1098,Cursed Yuletide,"First published November 25, 2021",Eve Langlais,Christmas,3.91,110 ratings,"208 pages, Kindle Edition",33,,13 people are currently reading,144 people want to read
1099,A Scot to the Heart,"First published June 29, 2021",Caroline Linden,Romance,3.77,979 ratings,"375 pages, Mass Market Paperback",34,,91 people are currently reading,"2,302 people want to read"
1100,American Marxism,"First published July 13, 2021",Mark R. Levin,Politics,4.18,"4,033 ratings","317 pages, Kindle Edition",35,,"4,902 people are currently reading","4,100 people want to read"
1101,Orphans of the Storm,"First published August 19, 2021",Celia Imrie,Historical Fiction,3.97,"3,952 ratings","408 pages, Paperback",36,,410 people are currently reading,"5,223 people want to read"
1102,For the Love of Friends,"First published August 1, 2021",Sara Goodman Confino,Romance,4.23,"18,513 ratings","364 pages, Kindle Edition",37,,"2,821 people are currently reading",13.5k people want to read
1103,The Bone Code,"First published July 6, 2021",Kathy Reichs,Mystery,4.02,"16,355 ratings","368 pages, Hardcover",38,,"1,683 people are currently reading",15k people want to read
1104,Dead or Alive,"First published April 1, 2021",Derek Landy,Fantasy,4.38,"3,425 ratings","608 pages, Paperback",39,,200 people are currently reading,"3,043 people want to read"
1105,The Edge,"First published February 18, 2021",James Smythe,Science Fiction,3.80,106 ratings,"288 pages, Paperback",40,,6 people are currently reading,157 people want to read
1106,Crush the King,"First published March 17, 2020",Jennifer Estep,Fantasy,4.10,"7,114 ratings","416 pages, Paperback",41,,575 people are currently reading,"7,528 people want to read"
1107,How the Scot Was Won,"First published July 6, 2021",Caroline Linden,Romance,3.83,394 ratings,"180 pages, Kindle Edition",42,,90 people are currently reading,347 people want to read
1108,"Best Wishes, Warmest Regards: The Story of Schitt's Creek","First published October 26, 2021",Daniel Levy,Nonfiction,4.72,"4,520 ratings","368 pages, Hardcover",43,,467 people are currently reading,"6,884 people want to read"
1109,The Bookshop of Dust and Dreams,"First published October 26, 2021",Mindy Thompson,Middle Grade,4.21,877 ratings,"330 pages, Hardcover",44,,34 people are currently reading,"2,202 people want to read"
1110,F*ckboy Psychos,"First published November 11, 2021",C.M. Stunich,Reverse Harem,4.38,"5,585 ratings","465 pages, Kindle Edition",45,,"2,164 people are currently reading","5,093 people want to read"
1111,The Great Stink: How Joseph Bazalgette Solved London's Poop Pollution Problem,"First published August 31, 2021",Colleen Paeff,Picture Books,4.35,855 ratings,Unknown Binding,46,,10 people are currently reading,466 people want to read
1112,Happy Hour,"First published August 31, 2021",Jacquie Byron,Fiction,3.93,"1,289 ratings","352 pages, Paperback",47,,33 people are currently reading,977 people want to read
1113,Firefly: New Sheriff in the 'Verse Vol. 2,"First published February 2, 2021",Greg Pak,Graphic Novels,3.59,307 ratings,"144 pages, Hardcover",48,,7 people are currently reading,222 people want to read
1114,Sanctuary: A Memoir,"First published January 19, 2021",Emily Rapp Black,Memoir,3.94,438 ratings,"240 pages, Hardcover",49,,56 people are currently reading,"3,335 people want to read"
1115,Mistletoe Christmas: An Anthology,"First published September 28, 2021",Eloisa James,Romance,3.76,"2,301 ratings","465 pages, Mass Market Paperback",50,,322 people are currently reading,"4,229 people want to read"
1116,If This Gets Out,"First published December 7, 2021",Sophie Gonzales,Romance,3.91,"31,280 ratings","404 pages, Hardcover",51,,"1,549 people are currently reading",63.4k people want to read
1117,Prince Charming,"First published January 26, 2021",K. Webster,Romance,4.09,"9,229 ratings","248 pages, Kindle Edition",52,,848 people are currently reading,"7,872 people want to read"
1118,"A World Without Soil: The Past, Present, and Precarious Future of the Earth Beneath Our Feet","First published November 23, 2021",Jo Handelsman,Nonfiction,4.01,106 ratings,"262 pages, Hardcover",53,,30 people are currently reading,427 people want to read
1119,The Heathens,"First published July 13, 2021",Ace Atkins,Mystery,4.06,"2,271 ratings","416 pages, Hardcover",54,,289 people are currently reading,767 people want to read
1120,Slaughter Daughter,"First published October 26, 2021",Eve Langlais,Fantasy,3.81,139 ratings,"332 pages, Kindle Edition",55,,16 people are currently reading,158 people want to read
1121,Queen of Anarchy,"First published September 24, 2021",Eva Ashwood,Reverse Harem,4.18,"14,573 ratings","393 pages, Kindle Edition",56,,"3,062 people are currently reading","8,283 people want to read"
1122,Days of Sand: A Graphic Novel,"First published May 20, 2021",Aimée de Jongh,Graphic Novels,4.32,"2,556 ratings","280 pages, Hardcover",57,,27 people are currently reading,"1,280 people want to read"
1123,Dark Waters,"First published August 10, 2021",Katherine Arden,Horror,3.79,"6,009 ratings","256 pages, Hardcover",58,,173 people are currently reading,"6,614 people want to read"
1124,Snowstorms & Sleigh Bells,"First published November 16, 2021",Kelley Armstrong,Time Travel,4.00,"1,882 ratings","116 pages, ebook",59,,113 people are currently reading,"1,428 people want to read"
1125,Stepbrothers' Darling,"First published August 28, 2021",K.A. Knight,Reverse Harem,3.99,"5,992 ratings","563 pages, Kindle Edition",60,,"1,091 people are currently reading","7,251 people want to read"
1126,"This Very Tree: A Story of 9/11, Resilience, and Regrowth","First published May 11, 2021",Sean Rubin,Picture Books,4.55,896 ratings,"48 pages, Hardcover",61,,13 people are currently reading,494 people want to read
1127,The House of Dust,"First published October 5, 2021",Noah Broyles,Horror,3.60,720 ratings,"445 pages, Paperback",62,,160 people are currently reading,"9,114 people want to read"
1128,Flower Crowns and Fearsome Things,"First published October 5, 2021",Amanda Lovelace,Poetry,3.82,"7,937 ratings","176 pages, Paperback",63,,147 people are currently reading,"8,913 people want to read"
1129,The Listening Path: The Creative Art of Attention,"First published January 12, 2021",Julia Cameron,Nonfiction,3.31,"1,327 ratings","208 pages, Paperback",64,,610 people are currently reading,"2,754 people want to read"
1130,Where the Grass Is Green and the Girls Are Pretty,"First published April 21, 2021",Lauren Weisberger,Fiction,3.42,"30,281 ratings","368 pages, Hardcover",65,,"1,989 people are currently reading",34.2k people want to read
1131,The Great Sex Rescue: The Lies You've Been Taught and How to Recover What God Intended,"First published March 2, 2021",Sheila Wray Gregoire,Nonfiction,4.56,"5,774 ratings","272 pages, Paperback",66,,"1,183 people are currently reading","6,793 people want to read"
1132,Another Kind of Eden,"First published August 17, 2021",James Lee Burke,Fiction,3.79,"4,380 ratings","256 pages, Kindle Edition",67,,578 people are currently reading,"6,617 people want to read"
1133,Sweetheart,"First published February 26, 2021",Sarah Mayberry,Romance,3.86,"2,212 ratings","282 pages, Kindle Edition",68,,245 people are currently reading,"1,622 people want to read"
1134,Killer Beauty,"First published November 6, 2021",Eva Chance,Reverse Harem,3.88,"5,266 ratings","322 pages, Kindle Edition",69,,"1,572 people are currently reading","8,259 people want to read"
1135,Woke Racism: How a New Religion Has Betrayed Black America,"First published October 26, 2021",John McWhorter,Nonfiction,3.93,"6,177 ratings","224 pages, Hardcover",70,,967 people are currently reading,"9,107 people want to read"
1136,Sleeping Dogs Lie,"First published April 1, 2021",Samantha Downing,Mystery,3.60,"5,205 ratings","2 pages, Audible Audio",71,,87 people are currently reading,"1,882 people want to read"
1137,White Feminism: From the Suffragettes to Influencers and Who They Leave Behind,"First published January 5, 2021",Koa Beck,Nonfiction,4.25,"2,192 ratings","300 pages, Hardcover",72,,398 people are currently reading,15.5k people want to read
1138,Featherbed,"First published March 15, 2021",Annabeth Albert,Romance,3.74,"4,765 ratings","196 pages, Kindle Edition",73,,530 people are currently reading,"2,035 people want to read"
1139,Coerce,"First published September 9, 2021",Candice M. Wright,Dark,3.80,"3,788 ratings","337 pages, Kindle Edition",74,,596 people are currently reading,"4,513 people want to read"
1140,"The Girls in the Wild Fig Tree: How I Fought to Save Myself, My Sister, and Thousands of Girls Worldwide","First published September 14, 2021",Nice Leng'ete,Nonfiction,4.47,774 ratings,"240 pages, Hardcover",75,,31 people are currently reading,"2,526 people want to read"
1141,The Long Game: China's Grand Strategy to Displace American Order,"First published June 11, 2021",Rush Doshi,China,4.04,940 ratings,"432 pages, Hardcover",76,,628 people are currently reading,"3,572 people want to read"
1142,Dinosaurs: 10 Things You Should Know,"First published September 2, 2021",Dean R. Lomax,Nonfiction,4.44,577 ratings,"128 pages, Hardcover",77,,26 people are currently reading,550 people want to read
1143,In My Dreams I Hold a Knife,"First published August 3, 2021",Ashley Winstead,Thriller,3.82,"113,193 ratings","345 pages, Hardcover",78,,"4,155 people are currently reading",225k people want to read
1144,There Are No Saints,"First published October 20, 2021",Sophie Lark,Romance,3.81,"99,490 ratings","258 pages, Kindle Edition",79,,10.8k people are currently reading,143k people want to read
1145,Change: How to Make Big Things Happen,"First published January 1, 2021",Damon Centola,Nonfiction,4.06,820 ratings,"353 pages, Kindle Edition",80,,254 people are currently reading,"4,561 people want to read"
1146,A Not So Meet Cute,"First published November 2, 2021",Meghan Quinn,Romance,4.03,"210,969 ratings","418 pages, Kindle Edition",81,,19.6k people are currently reading,179k people want to read
1147,Fallen,"First published July 6, 2021",Linda Castillo,Mystery,4.24,"13,219 ratings","320 pages, Hardcover",82,,817 people are currently reading,"9,607 people want to read"
1148,Chalk Dirty to Me,"First published October 5, 2021",Lani Lynn Vale,Romance,4.38,"1,722 ratings","262 pages, Kindle Edition",83,,90 people are currently reading,486 people want to read
1149,Touchstone,"First published June 29, 2021",Karen Stivali,Romance,3.79,745 ratings,"242 pages, Kindle Edition",84,,86 people are currently reading,"1,148 people want to read"
1150,Bloody Princess,"First published August 27, 2021",Helen Scott,Reverse Harem,4.09,"3,246 ratings","280 pages, Kindle Edition",85,,"1,250 people are currently reading","3,998 people want to read"
1151,Forget Me Not,"First published March 2, 2021",Alexandra Oliva,Thriller,3.56,888 ratings,"320 pages, Paperback",86,,61 people are currently reading,"8,877 people want to read"
1152,The Invisible Husband of Frick Island,"First published May 25, 2021",Colleen Oakley,Fiction,3.72,"18,193 ratings","368 pages, ebook",87,,866 people are currently reading,25.8k people want to read
1153,Jerk It,"First published September 7, 2021",Lani Lynn Vale,Romance,4.47,"1,859 ratings","207 pages, Kindle Edition",88,,136 people are currently reading,536 people want to read
1154,Cowboy,"First published February 26, 2021",L.B. Dunbar,Romance,3.86,"1,680 ratings","293 pages, Kindle Edition",89,,146 people are currently reading,"1,018 people want to read"
1155,The Conjurer,"First published January 12, 2021",Luanne G. Smith,Fantasy,4.22,"11,086 ratings","241 pages, Kindle Edition",90,,"2,439 people are currently reading",12.7k people want to read
1156,Haunting Adeline,"First published August 12, 2021",H.D. Carlton,Dark,3.96,"638,862 ratings","583 pages, Kindle Edition",91,,98.8k people are currently reading,470k people want to read
1157,A Thousand Brains: A New Theory of Intelligence,"First published March 2, 2021",Jeff Hawkins,Science,4.06,"6,235 ratings","288 pages, Hardcover",92,,"1,662 people are currently reading",24.8k people want to read
1158,We Had a Little Real Estate Problem,"First published February 16, 2021",Kliph Nesteroff,,4.07,"2,756 ratings","319 pages, Hardcover",93,,376 people are currently reading,11.4k people want to read
1159,The Director: My Years Assisting J. Edgar Hoover,"First published July 13, 2021",Paul Letersky,History,3.97,219 ratings,"320 pages, Hardcover",94,,108 people are currently reading,323 people want to read
1160,Ocean Prey,"First published April 13, 2021",John Sandford,Mystery,4.39,"35,035 ratings","431 pages, Kindle Edition",95,,"3,144 people are currently reading","5,580 people want to read"
1161,Tinderbox: HBO's Ruthless Pursuit of New Frontiers,"First published November 23, 2021",James Andrew Miller,Nonfiction,3.82,974 ratings,"995 pages, Hardcover",96,,281 people are currently reading,"3,612 people want to read"
1162,A Little Hope,"First published November 16, 2021",Ethan Joella,Fiction,3.69,"16,913 ratings","288 pages, Hardcover",97,,674 people are currently reading,22.9k people want to read
1163,The Room in the Attic,"First published October 12, 2021",Louise Douglas,Historical Fiction,4.32,"16,464 ratings","388 pages, Kindle Edition",98,,"2,761 people are currently reading","7,066 people want to read"
1164,Cakewalk,"First published May 24, 2021",Claire Hastings,Romance,3.69,"1,092 ratings","224 pages, Kindle Edition",99,,159 people are currently reading,"1,129 people want to read"
1165,"Deadly Class, Volume 10: Save Your Generation","First published October 20, 2021",Rick Remender,Graphic Novels,3.82,723 ratings,"152 pages, Paperback",100,,14 people are currently reading,614 people want to read
1166,Hopelessly Devoted,"First published October 14, 2021",Piper Sheldon,Romance,4.22,406 ratings,"209 pages, Kindle Edition",1,,47 people are currently reading,480 people want to read
1167,Loved by Wolves,"First published August 19, 2021",Rhea Watson,Reverse Harem,4.04,276 ratings,"258 pages, Kindle Edition",2,,31 people are currently reading,104 people want to read
1168,Mama Bear Apologetics Guide to Sexuality: Empowering Your Kids to Understand and Live Out God’s Design,"First published October 1, 2021",Hillary Morgan Ferrer,Parenting,4.61,"1,546 ratings","272 pages, Paperback",3,,425 people are currently reading,"3,444 people want to read"
1169,Zen and the Art of Saving the Planet,"First published October 5, 2021",Thich Nhat Hanh,Nonfiction,4.37,"1,865 ratings","320 pages, ebook",4,,638 people are currently reading,"3,964 people want to read"
1170,The Queen's Weapons,"First published March 9, 2021",Anne Bishop,Fantasy,4.35,"3,347 ratings","530 pages, Hardcover",5,,333 people are currently reading,"5,155 people want to read"
1171,Dead by Dawn,"First published June 29, 2021",Paul Doiron,Mystery,4.19,"5,188 ratings","304 pages, Hardcover",6,,790 people are currently reading,"9,008 people want to read"
1172,Blindsided,"First published February 15, 2021",Victoria Denault,Romance,4.02,"3,274 ratings","264 pages, Kindle Edition",7,,583 people are currently reading,"3,489 people want to read"
1173,Blood Debt,"First published April 9, 2021",Callie Rose,Reverse Harem,4.09,"1,927 ratings","280 pages, Kindle Edition",8,,564 people are currently reading,"1,716 people want to read"
1174,The Christmas Dress,"First published October 26, 2021",Courtney Cole,Christmas,3.99,"6,705 ratings","352 pages, Paperback",9,,486 people are currently reading,"9,863 people want to read"
1175,The Best Short Stories 2021: The O. Henry Prize Winners,"First published September 14, 2021",Chimamanda Ngozi Adichie,Short Stories,3.89,"1,185 ratings","12 pages, Audible Audio",10,,509 people are currently reading,"5,270 people want to read"
1176,Heartwood,"First published June 29, 2021",J.H. Croix,Romance,3.72,766 ratings,"224 pages, Paperback",11,,109 people are currently reading,"2,086 people want to read"
1177,The Two Week Stand,"First published April 1, 2021",Samantha Towle,Romance,4.08,"5,141 ratings","320 pages, Paperback",12,,849 people are currently reading,"3,789 people want to read"
1178,On Tyranny Graphic Edition: Twenty Lessons from the Twentieth Century,"First published January 1, 2017",Timothy Snyder,Nonfiction,4.41,"3,375 ratings","128 pages, Paperback",13,,209 people are currently reading,"3,453 people want to read"
1179,Along the Saltwise Sea,"First published October 12, 2021",A. Deborah Baker,Fantasy,3.88,"1,755 ratings","193 pages, Hardcover",14,,86 people are currently reading,"4,978 people want to read"
1180,Dinner on Primrose Hill,"First published October 26, 2021",Jodi Thomas,Romance,4.24,"1,950 ratings","320 pages, Paperback",15,,525 people are currently reading,10.4k people want to read
1181,How to Ruin the Holidays,"First published November 14, 2021",Becky Monson,Christmas,4.06,"2,593 ratings","226 pages, Kindle Edition",16,,457 people are currently reading,"1,944 people want to read"
1182,Love Next Door,"First published July 27, 2021",Helena Hunting,Romance,4.05,"12,287 ratings","299 pages, Kindle Edition",17,,"2,167 people are currently reading",12.2k people want to read
1183,All the Tides of Fate,"First published February 2, 2021",Adalyn Grace,Fantasy,3.76,"12,051 ratings","368 pages, Hardcover",18,,430 people are currently reading,36.4k people want to read
1184,Double Jeopardy,"First published March 23, 2021",Stuart Woods,Mystery,4.03,"6,007 ratings","320 pages, Hardcover",19,,"1,461 people are currently reading","1,075 people want to read"
1185,Friendzoned,"First published May 23, 2021",Rachel Blaufeld,Romance,3.38,581 ratings,"270 pages, Paperback",20,,63 people are currently reading,"1,717 people want to read"
1186,Blood Kissed,"First published July 23, 2021",Mila Young,Reverse Harem,4.22,294 ratings,"292 pages, Kindle Edition",21,,91 people are currently reading,168 people want to read
1187,Murder Book: A Graphic Memoir of a True Crime Obsession,"First published November 9, 2021",Hilary Fitzgerald Campbell,Graphic Novels,3.67,"1,964 ratings","336 pages, Paperback",22,,106 people are currently reading,"4,428 people want to read"
1188,Sleigh Bells Ring,"First published October 26, 2021",RaeAnne Thayne,Christmas,4.14,"8,318 ratings","352 pages, Paperback",23,,960 people are currently reading,"7,614 people want to read"
1189,Make Me Wilder,"First published May 20, 2021",Serena Bell,Romance,3.97,"3,048 ratings","300 pages, Kindle Edition",24,,820 people are currently reading,"5,822 people want to read"
1190,Studfinder,"First published August 2, 2021",L.B. Dunbar,Romance,3.94,757 ratings,"245 pages, Kindle Edition",25,,68 people are currently reading,679 people want to read
1191,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,"First published January 1, 2021",Ray Dalio,Economics,4.28,"14,170 ratings","576 pages, Hardcover",26,,"9,602 people are currently reading",43.3k people want to read
1192,Fake,"First published May 18, 2021",Kylie Scott,Romance,3.96,"7,400 ratings","300 pages, Paperback",27,,361 people are currently reading,"4,829 people want to read"
